C0000789	Abortion Center###PM###MSH [SEP] Abortion Centers###PEP###MSH [SEP] Abortion Clinic###PM###MSH [SEP] Abortion Clinics###ET###MSH [SEP] Center, Abortion###PM###MSH [SEP] Centers, Abortion###PM###MSH [SEP] Clinic, Abortion###PM###MSH [SEP] Clinics, Abortion###PM###MSH	A2.7.1	Health Care Related Organization	\N
C0000872	academic center medical###SY###CHV [SEP] Academic medical center (environment)###FN###SNOMEDCT_US [SEP] Academic Medical Center###ET###MSH [SEP] Academic medical center###PT###SNOMEDCT_US [SEP] Academic Medical Centers###MH###MSH [SEP] Academic Medical Centers###PN###MTH [SEP] Academic medical centers###PT###LCH_NW [SEP] Academic medical centre###PTGB###SNOMEDCT_US [SEP] Center, Academic Medical###ET###MSH [SEP] Center, University Medical###ET###MSH [SEP] Centers, Academic Medical###ET###MSH [SEP] Centers, University Medical###ET###MSH [SEP] environment hospital academic medical center###SY###MEDCIN [SEP] environment: academic medical center (treatment)###FN###MEDCIN [SEP] environment: academic medical center###PT###MEDCIN [SEP] hospital teaching###SY###CHV [SEP] Medical Center, Academic###ET###MSH [SEP] Medical Center, University###ET###MSH [SEP] Medical Centers, Academic###ET###MSH [SEP] Medical Centers, University###ET###MSH [SEP] teaching hospital###PT###CHV [SEP] Teaching hospital###SY###SNOMEDCT_US [SEP] University Medical Center###ET###MSH [SEP] university medical center###SY###CHV [SEP] University Medical Centers###ET###MSH	A2.7.1	Health Care Related Organization	Medical complexes consisting of medical school, hospitals, clinics, libraries, administrative facilities, etc.
C0001572	Admitting Department###PEP###MSH [SEP] Admitting Departments###PM###MSH [SEP] Department, Admitting###PM###MSH [SEP] Departments, Admitting###PM###MSH	A2.7.1	Health Care Related Organization	\N
C0001573	Admissions Office, Hospital###PM###MSH [SEP] Admissions Offices, Hospital###PM###MSH [SEP] Admitting Department, Hospital###MH###MSH [SEP] Admitting Departments, Hospital###PM###MSH [SEP] Department, Hospital Admitting###PM###MSH [SEP] Departments, Hospital Admitting###PM###MSH [SEP] Hospital Admissions Office###ET###MSH [SEP] Hospital Admissions Offices###PM###MSH [SEP] Hospital Admitting Department###ET###MSH [SEP] Hospital Admitting Departments###PM###MSH [SEP] Office, Hospital Admissions###PM###MSH [SEP] Offices, Hospital Admissions###PM###MSH	A2.7.1	Health Care Related Organization	Hospital department responsible for the flow of patients and the processing of admissions, discharges, transfers, and also most procedures to be carried out in the event of a patient's death.
C0002424	AMB###SY###NCI_caDSR [SEP] Ambulatory Care Facilities###MH###MSH [SEP] Ambulatory Care Facilities###PN###MTH [SEP] Ambulatory Care Facilities###SY###NCI [SEP] Ambulatory Care Facility###PM###MSH [SEP] Ambulatory Care Facility###PT###NCI [SEP] AMBULATORY CARE FACILITY###PT###NCI_FDA [SEP] ambulatory care facility###SY###CHV [SEP] Ambulatory care site (environment)###FN###SNOMEDCT_US [SEP] Ambulatory care site###PT###SNOMEDCT_US [SEP] Ambulatory treatment center###SY###SNOMEDCT_US [SEP] Ambulatory###SY###NCI_caDSR [SEP] clinic outpatient###SY###CHV [SEP] Clinic###SY###NCI [SEP] Clinic, Outpatient###PM###MSH [SEP] clinics outpatient###SY###CHV [SEP] clinics outpatients###SY###CHV [SEP] Clinics, Outpatient###PM###MSH [SEP] Facilities, Ambulatory Care###PM###MSH [SEP] Facility, Ambulatory Care###PM###MSH [SEP] Outpatient Care Facility###SY###NCI [SEP] Outpatient Clinic###ET###MSH [SEP] OUTPATIENT CLINIC###PT###NCI_CDISC [SEP] outpatient clinic###SY###CHV [SEP] Outpatient Clinics###ET###MSH [SEP] Outpatient Clinics###LA###LNC [SEP] outpatient clinics###PT###CHV	A2.7.1	Health Care Related Organization	A medical care center that provides healthcare services on an outpatient basis. [SEP] Those facilities which administer health services to individuals who do not require hospitalization or institutionalization.
C0002426	Ambulatory Care Facilities, Non Hospital###ET###MSH [SEP] Ambulatory Care Facilities, Non-Hospital###ET###MSH [SEP] Ambulatory Care Facilities, Nonhospital###ET###MSH [SEP] Clinic, Free-Standing###PM###MSH [SEP] Clinics, Free Standing###PM###MSH [SEP] Clinics, Free-Standing###PEP###MSH [SEP] Free-standing clinic (environment)###FN###SNOMEDCT_US [SEP] Free-Standing Clinic###PM###MSH [SEP] Free-Standing Clinic###PT###NCI [SEP] Free-standing clinic###PT###SNOMEDCT_US [SEP] Free-Standing Clinics###PM###MSH [SEP] Free-standing health center###SY###SNOMEDCT_US [SEP] Free-standing health centre###SYGB###SNOMEDCT_US	A2.7.1	Health Care Related Organization	A facility that provides medical care that can be safely performed without requiring inpatient hospital care.
C0002458	American association heart###SY###CHV [SEP] American Heart Association###MH###MSH [SEP] American Heart Association###PT###CHV [SEP] American Heart Associations###PM###MSH [SEP] American heart associations###SY###CHV [SEP] Association, American Heart###PM###MSH [SEP] Associations, American Heart###PM###MSH [SEP] Heart Association, American###PM###MSH [SEP] Heart Associations, American###PM###MSH	A2.7.1	Health Care Related Organization	A voluntary organization concerned with the prevention and treatment of heart and vascular diseases.
C0002907	Anaesthetic department###PTGB###SNOMEDCT_US [SEP] anaesthetics department###SY###CHV [SEP] Anesthesia Department###ET###MSH [SEP] anesthesia department###PT###CHV [SEP] Anesthesia Department, Hospital###MH###MSH [SEP] Anesthesia Departments###PM###MSH [SEP] Anesthesia Departments, Hospital###PM###MSH [SEP] Anesthetic department (environment)###FN###SNOMEDCT_US [SEP] Anesthetic department###PT###SNOMEDCT_US [SEP] Department, Anesthesia###PM###MSH [SEP] Department, Hospital Anesthesia###PM###MSH [SEP] Departments, Anesthesia###PM###MSH [SEP] Departments, Hospital Anesthesia###PM###MSH [SEP] Hospital Anesthesia Department###ET###MSH [SEP] Hospital Anesthesia Departments###PM###MSH	A2.7.1	Health Care Related Organization	Hospital department responsible for the administration of functions and activities pertaining to the delivery of anesthetics.
C0003193	Anti Abortion Groups###PM###MSH [SEP] Anti-Abortion Group###PM###MSH [SEP] Anti-Abortion Groups###PEP###MSH [SEP] Group, Anti-Abortion###PM###MSH [SEP] Groups, Anti-Abortion###PM###MSH	A2.7.1	Health Care Related Organization	\N
C0003746	Area Health Education Center###ET###MSH [SEP] Area Health Education Centers###MH###MSH	A2.7.1	Health Care Related Organization	Education centers authorized by the Comprehensive Health Manpower Training Act, 1971, for the training of health personnel in areas where health needs are the greatest. May be used for centers other than those established by the United States act.
