C0000742	Abelson Leukemia Virus###ET###MSH [SEP] Abelson leukemia virus###PT###CSP [SEP] Abelson mouse leukemia virus Ab-MLV###EQ###NCBI [SEP] Abelson murine leukemia virus###ET###CSP [SEP] Abelson murine leukemia virus###MH###MSH [SEP] Abelson Murine Leukemia Virus###PT###NCI [SEP] Abelson murine leukemia virus###SCN###NCBI [SEP] Abelson's virus###ET###CSP [SEP] Leukemia Virus, Abelson###PM###MSH [SEP] Virus, Abelson Leukemia###PM###MSH	A1.1.4	Virus	A replication-defective strain of Murine leukemia virus (LEUKEMIA VIRUS, MURINE) capable of transforming lymphoid cells and producing a rapidly progressing lymphoid leukemia after superinfection with FRIEND MURINE LEUKEMIA VIRUS; MOLONEY MURINE LEUKEMIA VIRUS; or RAUSCHER VIRUS. [SEP] A retrovirus that is associated with leukemia and induces in vitro transformation of certain mouse cells. [SEP] replication defective strain of murine leukemia virus capable of transforming lymphoid cells and producing a rapidly progressing lymphoid leukemia after superinfection with Maloney, Friend or Rauscher murine leukemia virus.
C0001417	adeno associated virus group###PT###CSP [SEP] adeno associated virus###PT###CHV [SEP] Adeno-associated virus group###SY###SNOMEDCT_US [SEP] adeno-associated virus###SY###CHV [SEP] Adeno-satellite virus group###SY###SNOMEDCT_US [SEP] Dependoparvovirus###SCN###NCBI [SEP] Dependovirus###EQ###NCBI [SEP] Dependovirus###ET###CSP [SEP] Dependovirus###MH###MSH [SEP] Dependovirus###PN###MTH [SEP] Dependovirus###SY###SNOMEDCT_US [SEP] dependoviruses###CMN###NCBI [SEP] Dependoviruses###PM###MSH [SEP] Genus Dependovirus (organism)###FN###SNOMEDCT_US [SEP] Genus Dependovirus###PT###SNOMEDCT_US	A1.1.4	Virus	A genus of the family PARVOVIRIDAE, subfamily PARVOVIRINAE, which are dependent on a coinfection with helper adenoviruses or herpesviruses for their efficient replication. The type species is Adeno-associated virus 2. [SEP] replication is dependent on a helper adenovirus; multiplies in cells which support adenovirus replication in many species of host.
C0001483	adenoviral###SY###CHV [SEP] Adenoviridae###DN###NCI_CTRP [SEP] Adenoviridae###MH###MSH [SEP] Adenoviridae###PT###CSP [SEP] Adenoviridae###PT###NCI [SEP] ADENOVIRIDAE###PT###NCI_CDISC [SEP] Adenoviridae###PT###SNOMEDCT_US [SEP] Adenoviridae###SCN###NCBI [SEP] adenoviridae###SY###CHV [SEP] Adenovirus group###SY###SNOMEDCT_US [SEP] Adenovirus###CN###LNC [SEP] Adenovirus###LA###LNC [SEP] Adenovirus###LPDN###LNC [SEP] Adenovirus###LPN###LNC [SEP] Adenovirus###PM###MSH [SEP] adenovirus###PT###CHV [SEP] adenovirus###PT###NCI_NCI-GLOSS [SEP] Adenovirus###SY###NCI_caDSR [SEP] Adenoviruses###ET###MSH [SEP] Adenoviruses###PN###MTH [SEP] Adenoviruses###PT###LCH_NW [SEP] adenoviruses###SY###CHV [SEP] ADV###AB###PDQ [SEP] Family Adenoviridae (organism)###FN###SNOMEDCT_US [SEP] Family Adenoviridae###SY###SNOMEDCT_US	A1.1.4	Virus	A family of non-enveloped viruses infecting mammals (MASTADENOVIRUS) and birds (AVIADENOVIRUS) or both (ATADENOVIRUS). Infections may be asymptomatic or result in a variety of diseases. [SEP] A group of DNA containing viruses which infect mammals and are capable of causing respiratory disease, including one form of the common cold. [SEP] a kind of virus that can cause the common cold [SEP] nonenveloped, ds-DNA in single linear molecule, at least 10 polypeptides, assembly of virus particle in nucleus of usually one host, transmission by direct or indirect contact with urine or feces in throat or eye.
C0001489	Adenovirus, Avian###PM###MSH [SEP] Adenoviruses, Avian###ET###MSH [SEP] Aviadenovirus###ET###CSP [SEP] Aviadenovirus###MH###MSH [SEP] Aviadenovirus###PT###SNOMEDCT_US [SEP] Aviadenovirus###SCN###NCBI [SEP] Aviadenoviruses###PM###MSH [SEP] Avian adenovirus group###SY###SNOMEDCT_US [SEP] Avian adenovirus###LPDN###LNC [SEP] Avian adenovirus###LPN###LNC [SEP] Avian Adenovirus###PM###MSH [SEP] Avian Adenoviruses###ET###MSH [SEP] Genus Aviadenovirus (organism)###FN###SNOMEDCT_US [SEP] Genus Aviadenovirus###SY###SNOMEDCT_US	A1.1.4	Virus	A genus of ADENOVIRIDAE that infects birds. The type species is FOWL ADENOVIRUS A.
C0001490	Adenovirus, Human###PM###MSH [SEP] Adenoviruses, Human###MH###MSH [SEP] APC Virus###PM###MSH [SEP] APC Viruses###ET###MSH [SEP] Human adenovirus (organism)###FN###SNOMEDCT_US [SEP] Human adenovirus sp.###SCN###NCBI [SEP] Human adenovirus###EQ###NCBI [SEP] Human Adenovirus###PM###MSH [SEP] Human adenovirus###PT###SNOMEDCT_US [SEP] Human Adenoviruses###PM###MSH	A1.1.4	Virus	Species of the genus MASTADENOVIRUS, causing a wide range of diseases in humans. Infections are mostly asymptomatic, but can be associated with diseases of the respiratory, ocular, and gastrointestinal systems. Serotypes (named with Arabic numbers) have been grouped into species designated Human adenovirus A-G.
C0001491	Adenovirus, Simian###PM###MSH [SEP] Adenoviruses, Simian###MH###MSH [SEP] Simian adenovirus (organism)###FN###SNOMEDCT_US [SEP] Simian adenovirus###EQ###NCBI [SEP] Simian Adenovirus###PM###MSH [SEP] Simian adenovirus###PT###SNOMEDCT_US [SEP] Simian Adenoviruses###ET###MSH [SEP] unclassified Simian adenoviruses###SCN###NCBI	A1.1.4	Virus	Species of the genus MASTADENOVIRUS associated with respiratory and enteric infections in primate hosts.
C0001749	African horse sickness group###EQ###NCBI [SEP] African horse sickness virus (AHSV)###EQ###NCBI [SEP] African horse sickness virus (organism)###FN###SNOMEDCT_US [SEP] African horse sickness virus AHSV###SY###NCBI [SEP] African horse sickness virus###ET###CSP [SEP] African horse sickness virus###LPDN###LNC [SEP] African horse sickness virus###LPN###LNC [SEP] African Horse Sickness Virus###MH###MSH [SEP] African horse sickness virus###PN###MTH [SEP] African horse sickness virus###PT###LCH_NW [SEP] African horse sickness virus###PT###SNOMEDCT_US [SEP] African horse sickness virus###SCN###NCBI [SEP] African horsesickness virus###EQ###NCBI	A1.1.4	Virus	A species of ORBIVIRUS that causes disease in horses, mules, and donkeys. Via its principal vector CULICOIDES, it can also infect dogs, elephants, camels, cattle, sheep, goats, and, in special circumstances, humans.
C0001753	African swine fever virus (organism)###FN###SNOMEDCT_US [SEP] African swine fever virus ASF###EQ###NCBI [SEP] African swine fever virus ASFV###EQ###NCBI [SEP] African swine fever virus###LPDN###LNC [SEP] African swine fever virus###LPN###LNC [SEP] African Swine Fever Virus###MH###MSH [SEP] African Swine Fever Virus###PN###MTH [SEP] African swine fever virus###PT###LCH_NW [SEP] African swine fever virus###PT###SNOMEDCT_US [SEP] African swine fever virus###SCN###NCBI [SEP] African swine fever virus, ASFV###EQ###NCBI [SEP] Virus, Wart-Hog Disease###PM###MSH [SEP] Wart Hog Disease Virus###PM###MSH [SEP] Wart-Hog Disease Virus###ET###MSH	A1.1.4	Virus	The lone species of the genus Asfivirus. It infects domestic and wild pigs, warthogs, and bushpigs. Disease is endemic in domestic swine in many African countries and Sardinia. Soft ticks of the genus Ornithodoros are also infected and act as vectors.
C0001892	AKR murine leukemia virus###MH###MSH [SEP] AKR Virus###ET###MSH [SEP] AKR Viruses###PM###MSH [SEP] Virus, AKR###PM###MSH [SEP] Viruses, AKR###PM###MSH	A1.1.4	Virus	A strain of Murine leukemia virus (LEUKEMIA VIRUS, MURINE) isolated from spontaneous leukemia in AKR strain mice.
C0002017	Aleutian Disease Virus###ET###MSH [SEP] Aleutian disease virus###LPDN###LNC [SEP] Aleutian disease virus###LPN###LNC [SEP] Aleutian mink disease parvovirus###ET###CSP [SEP] Aleutian Mink Disease Parvovirus###ET###MSH [SEP] Aleutian mink disease virus (organism)###FN###SNOMEDCT_US [SEP] Aleutian Mink Disease Virus###MH###MSH [SEP] Aleutian mink disease virus###PT###SNOMEDCT_US	A1.1.4	Virus	A species of PARVOVIRUS that causes a disease in mink, mainly those homozygous for the recessive Aleutian gene which determines a desirable coat color.
